admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,Shape_Length,Shape_Area
Thung Song,TH801002,Na Bon,TH8010,Nakhon Si Thammarat,TH80,Thailand,TH,0.538051,0.004499
Thung Song Hong,TH104101,Lak Si,TH1041,Bangkok,TH10,Thailand,TH,0.170551,0.001409
Thung Sukhla,TH200703,Si Racha,TH2007,Chon Buri,TH20,Thailand,TH,0.438009,0.004552
Thung Tae,TH350109,Mueang Yasothon,TH3501,Yasothon,TH35,Thailand,TH,0.271663,0.003554
Thung Takhrai,TH860802,Thung Tako,TH8608,Chumphon,TH86,Thailand,TH,0.412164,0.0037
Thung Tam Sao,TH901112,Hat Yai,TH9011,Songkhla,TH90,Thailand,TH,0.837191,0.01405
Thung Tao,TH841203,Ban Na San,TH8412,Surat Thani,TH84,Thailand,TH,0.428003,0.004542
Thung Tao Mai,TH841210,Ban Na San,TH8412,Surat Thani,TH84,Thailand,TH,0.470257,0.005735
Thung Tha Chang,TH160803,Sa Bot,TH1608,Lop Buri,TH16,Thailand,TH,0.262908,0.001191
Thung Thoeng,TH340706,Det Udom,TH3407,Ubon Ratchathani,TH34,Thailand,TH,0.33209,0.004819
Thung Thong,TH450212,Kaset Wisai,TH4502,Roi Et,TH45,Thailand,TH,0.463895,0.007235
Thung Thong,TH600408,Nong Bua,TH6004,Nakhon Sawan,TH60,Thailand,TH,0.638616,0.011819
Thung Thong,TH620802,Sai Thong Watthana,TH6208,Kamphaeng Phet,TH62,Thailand,TH,0.405246,0.004352
Thung Thong,TH710606,Tha Muang,TH7106,Kanchanaburi,TH71,Thailand,TH,0.248027,0.002078
Thung To,TH920620,Huai Yot,TH9206,Trang,TH92,Thailand,TH,0.286435,0.002119
Thung Tom,TH501210,San Pa Tong,TH5012,Chiang Mai,TH50,Thailand,TH,0.214883,0.001102
Thung Wa,TH910601,Thung Wa,TH9106,Satun,TH91,Thailand,TH,0.945142,0.020201
Thung Wang,TH311103,Satuek,TH3111,Buri Ram,TH31,Thailand,TH,0.338401,0.003572
Thung Wang,TH900105,Mueang Songkhla,TH9001,Songkhla,TH90,Thailand,TH,0.298233,0.003144
Thung Wat Don,TH102801,Sathon,TH1028,Bangkok,TH10,Thailand,TH,0.063383,0.00015
Thung Yai,TH330424,Kantharalak,TH3304,Si Sa Ket,TH33,Thailand,TH,0.313403,0.004116
Thung Yai,TH410702,Thung Fon,TH4107,Udon Thani,TH41,Thailand,TH,0.442722,0.007052
Thung Yai,TH610113,Mueang Uthai Thani,TH6101,Uthai Thani,TH61,Thailand,TH,0.185672,0.001349
Thung Yai,TH660307,Pho Prathap Chang,TH6603,Phichit,TH66,Thailand,TH,0.387073,0.00501
Thung Yai,TH801103,Thung Yai,TH8011,Nakhon Si Thammarat,TH80,Thailand,TH,0.451725,0.006762
Thung Yai,TH901111,Hat Yai,TH9011,Songkhla,TH90,Thailand,TH,0.231992,0.002454
Thung Yang,TH530807,Laplae,TH5308,Uttaradit,TH53,Thailand,TH,0.361304,0.004545
Thung Yang Mueang,TH640310,Khiri Mat,TH6403,Sukhothai,TH64,Thailand,TH,0.288751,0.003105
Thung Yao,TH580305,Pai,TH5803,Mae Hong Son,TH58,Thailand,TH,0.997937,0.023317
Thung Yao,TH920402,Palian,TH9204,Trang,TH92,Thailand,TH,0.570858,0.00565
Tlae,TH320905,Sikhoraphum,TH3209,Surin,TH32,Thailand,TH,0.349356,0.005831
To Deng,TH961103,Su-Ngai Padi,TH9611,Narathiwat,TH96,Thailand,TH,0.225136,0.00349
To Lang,TH940905,Yaring,TH9409,Pattani,TH94,Thailand,TH,0.101375,0.000563
Toei,TH341406,Muang Sam Sip,TH3414,Ubon Ratchathani,TH34,Thailand,TH,0.485328,0.00596
Tok Phrom,TH220211,Khlung,TH2202,Chanthaburi,TH22,Thailand,TH,0.706616,0.006929
Ton Mamuang,TH760112,Mueang Phetchaburi,TH7601,Phetchaburi,TH76,Thailand,TH,0.106616,0.000498
Ton Maphrao,TH760119,Mueang Phetchaburi,TH7601,Phetchaburi,TH76,Thailand,TH,0.119586,0.000643
Ton Pao,TH501312,San Kamphaeng,TH5013,Chiang Mai,TH50,Thailand,TH,0.19082,0.001266
Ton Pho,TH170106,Mueang Sing Buri,TH1701,Sing Buri,TH17,Thailand,TH,0.251407,0.001788
Ton Phueng,TH470505,Phang Khon,TH4705,Sakon Nakhon,TH47,Thailand,TH,0.446851,0.005244
Ton Tan,TH191006,Sao Hai,TH1910,Saraburi,TH19,Thailand,TH,0.137978,0.000416
Ton Tan,TH720710,Song Phi Nong,TH7207,Suphan Buri,TH72,Thailand,TH,0.299328,0.001681
Ton Thong,TH510107,Mueang Lamphun,TH5101,Lamphun,TH51,Thailand,TH,0.21729,0.001958
Ton Thong Chai,TH520117,Mueang Lampang,TH5201,Lampang,TH52,Thailand,TH,0.483274,0.006738
Ton Yuan,TH841002,Phanom,TH8410,Surat Thani,TH84,Thailand,TH,0.500578,0.005936
Tong Khop,TH471501,Khok Si Suphan,TH4715,Sakon Nakhon,TH47,Thailand,TH,0.616249,0.011486
Tong Pit,TH331503,Nam Kliang,TH3315,Si Sa Ket,TH33,Thailand,TH,0.244816,0.003042
Top Hu,TH340710,Det Udom,TH3407,Ubon Ratchathani,TH34,Thailand,TH,0.827702,0.010325
Trai Trueng,TH620102,Mueang Kamphaeng Phet,TH6201,Kamphaeng Phet,TH62,Thailand,TH,0.447729,0.007267
Trakan,TH341111,Trakan Phuet Phon,TH3411,Ubon Ratchathani,TH34,Thailand,TH,0.430378,0.004685
Trakat,TH330409,Kantharalak,TH3304,Si Sa Ket,TH33,Thailand,TH,0.320927,0.003135
Tramdom,TH321104,Lamduan,TH3211,Surin,TH32,Thailand,TH,0.341076,0.003164
Trang,TH940503,Mayo,TH9405,Pattani,TH94,Thailand,TH,0.208796,0.001667
Trapiang Tia,TH321105,Lamduan,TH3211,Surin,TH32,Thailand,TH,0.254382,0.002888
Trasaeng,TH320122,Mueang Surin,TH3201,Surin,TH32,Thailand,TH,0.313022,0.003599
Tri Narong,TH150209,Chaiyo,TH1502,Ang Thong,TH15,Thailand,TH,0.138594,0.000254
Tro Bon,TH940706,Sai Buri,TH9407,Pattani,TH94,Thailand,TH,0.204073,0.002427
Trok Nong,TH220210,Khlung,TH2202,Chanthaburi,TH22,Thailand,TH,0.349521,0.003917
Trom Phrai,TH320914,Sikhoraphum,TH3209,Surin,TH32,Thailand,TH,0.350223,0.004158
Truat,TH321503,Si Narong,TH3215,Surin,TH32,Thailand,TH,0.6097,0.005931
Truem,TH320902,Sikhoraphum,TH3209,Surin,TH32,Thailand,TH,0.298833,0.004798
Tum,TH301409,Pak Thong Chai,TH3014,Nakhon Ratchasima,TH30,Thailand,TH,0.363535,0.003272
Tum,TH330704,Prang Ku,TH3307,Si Sa Ket,TH33,Thailand,TH,0.289542,0.002503
Tum,TH331404,Si Rattana,TH3314,Si Sa Ket,TH33,Thailand,TH,0.241957,0.002777
Tum Tai,TH410401,Kumphawapi,TH4104,Udon Thani,TH41,Thailand,TH,0.283943,0.003059
Tum Yai,TH310206,Khu Mueang,TH3102,Buri Ram,TH31,Thailand,TH,0.361071,0.004785
Tuyong,TH940305,Nong Chik,TH9403,Pattani,TH94,Thailand,TH,0.217532,0.00204
U Lok,TH321103,Lamduan,TH3211,Surin,TH32,Thailand,TH,0.344824,0.00464
U Taphao,TH180207,Manorom,TH1802,Chai Nat,TH18,Thailand,TH,0.283963,0.003516
U Thong,TH720901,U Thong,TH7209,Suphan Buri,TH72,Thailand,TH,0.295479,0.0032
Uan,TH550506,Pua,TH5505,Nan,TH55,Thailand,TH,0.791497,0.013386
Udai Charoen,TH910303,Khuan Kalong,TH9103,Satun,TH91,Thailand,TH,0.553871,0.006687
Udom Phon,TH431505,Fao Rai,TH4315,Nong Khai,TH43,Thailand,TH,0.593429,0.006901
Udom Sap,TH302504,Wang Nam Khiao,TH3025,Nakhon Ratchasima,TH30,Thailand,TH,0.762665,0.02138
Udom Thanya,TH601206,Tak Fa,TH6012,Nakhon Sawan,TH60,Thailand,TH,0.546312,0.01239
Ueat Yai,TH340203,Si Mueang Mai,TH3402,Ubon Ratchathani,TH34,Thailand,TH,0.195288,0.001812
Ulok Si Muen,TH710510,Tha Maka,TH7105,Kanchanaburi,TH71,Thailand,TH,0.295038,0.003423
Um Chan,TH412503,Prachaksinlapakhom,TH4125,Udon Thani,TH41,Thailand,TH,0.270132,0.003849
Um Chan,TH470205,Kusuman,TH4702,Sakon Nakhon,TH47,Thailand,TH,0.735835,0.007753
Um Mao,TH450709,Phon Thong,TH4507,Roi Et,TH45,Thailand,TH,0.266188,0.002406
Um Mao,TH460703,Yang Talat,TH4607,Kalasin,TH46,Thailand,TH,0.309248,0.002727
Um Mao,TH450506,Thawat Buri,TH4505,Roi Et,TH45,Thailand,TH,0.36497,0.003969
Um Mao,TH480509,That Phanom,TH4805,Nakhon Phanom,TH48,Thailand,TH,0.391393,0.005171
Umong,TH510103,Mueang Lamphun,TH5101,Lamphun,TH51,Thailand,TH,0.181347,0.001697
Umphang,TH630801,Umphang,TH6308,Tak,TH63,Thailand,TH,1.116292,0.03756
Up Mung,TH410303,Nong Wua So,TH4103,Udon Thani,TH41,Thailand,TH,0.615103,0.007344
Uthai,TH141406,Uthai,TH1414,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.236186,0.002386
Uthai Kao,TH610406,Nong Chang,TH6104,Uthai Thani,TH61,Thailand,TH,0.227666,0.001438
Uthai Mai,TH610101,Mueang Uthai Thani,TH6101,Uthai Thani,TH61,Thailand,TH,0.186399,0.000804
Uthai Sawan,TH390210,Na Klang,TH3902,Nong Bua Lam Phu,TH39,Thailand,TH,0.384696,0.005432
Wa Tabaek,TH360901,Thep Sathit,TH3609,Chaiyaphum,TH36,Thailand,TH,0.76584,0.018373
Wa Thong,TH401604,Phu Wiang,TH4016,Khon Kaen,TH40,Thailand,TH,0.352929,0.004171
Wa Yai,TH471103,Akat Amnuai,TH4711,Sakon Nakhon,TH47,Thailand,TH,0.56579,0.008864
Wachira Phayaban,TH100202,Dusit,TH1002,Bangkok,TH10,Thailand,TH,0.042591,0.000095
Waeng,TH450701,Phon Thong,TH4507,Roi Et,TH45,Thailand,TH,0.340058,0.004319
Waeng,TH471214,Sawang Daen Din,TH4712,Sakon Nakhon,TH47,Thailand,TH,0.454619,0.005583
Waeng,TH960801,Waeng,TH9608,Narathiwat,TH96,Thailand,TH,0.300666,0.003034
Waeng Dong,TH441103,Yang Sisurat,TH4411,Maha Sarakham,TH44,Thailand,TH,0.459016,0.004528
Waeng Nang,TH440104,Mueang Maha Sarakham,TH4401,Maha Sarakham,TH44,Thailand,TH,0.354592,0.005646
Waeng Noi,TH401401,Waeng Noi,TH4014,Khon Kaen,TH40,Thailand,TH,0.420895,0.003804
Waeng Yai,TH401304,Waeng Yai,TH4013,Khon Kaen,TH40,Thailand,TH,0.32955,0.002593
Wai Niao,TH710513,Tha Maka,TH7105,Kanchanaburi,TH71,Thailand,TH,0.16965,0.000898
Wale,TH630704,Phop Phra,TH6307,Tak,TH63,Thailand,TH,0.669302,0.0066
Wan Dao,TH700811,Pak Tho,TH7008,Ratchaburi,TH70,Thailand,TH,0.128638,0.000619
Wan Kham,TH330914,Rasi Salai,TH3309,Si Sa Ket,TH33,Thailand,TH,0.231754,0.003078
Wan Yai,TH490601,Wan Yai,TH4906,Mukdahan,TH49,Thailand,TH,0.27253,0.002522
Wan Yao,TH220206,Khlung,TH2202,Chanthaburi,TH22,Thailand,TH,0.250702,0.001669
Wang,TH840705,Tha Chana,TH8407,Surat Thani,TH84,Thailand,TH,0.31786,0.003084
Wang Ang,TH800705,Cha-Uat,TH8007,Nakhon Si Thammarat,TH80,Thailand,TH,0.663264,0.010363
Wang Ban,TH670407,Lom Kao,TH6704,Phetchabun,TH67,Thailand,TH,0.433616,0.007373
Wang Bo,TH600409,Nong Bua,TH6004,Nakhon Sawan,TH60,Thailand,TH,0.754496,0.011206
Wang Bot,TH670711,Nong Phai,TH6707,Phetchabun,TH67,Thailand,TH,0.674248,0.008099
Wang Bua,TH620513,Khlong Khlung,TH6205,Kamphaeng Phet,TH62,Thailand,TH,0.329424,0.005668
Wang Burapha Phirom,TH100102,Phra Nakhon,TH1001,Bangkok,TH10,Thailand,TH,0.03355,0.000061
Wang Cha-On,TH621002,Bueng Samakkhi,TH6210,Kamphaeng Phet,TH62,Thailand,TH,0.572478,0.007952
Wang Chai,TH440604,Borabue,TH4406,Maha Sarakham,TH44,Thailand,TH,0.304215,0.003916
Wang Chai,TH400702,Nam Phong,TH4007,Khon Kaen,TH40,Thailand,TH,0.294973,0.002249
Wang Chan,TH160320,Khok Samrong,TH1603,Lop Buri,TH16,Thailand,TH,0.242495,0.002573
Wang Chan,TH210401,Wang Chan,TH2104,Rayong,TH21,Thailand,TH,0.318928,0.003607
Wang Chan,TH630306,Sam Ngao,TH6303,Tak,TH63,Thailand,TH,0.718161,0.015166
Wang Chan,TH760803,Kaeng Krachan,TH7608,Phetchaburi,TH76,Thailand,TH,0.496719,0.00716
Wang Chaphlu,TH620409,Khanu Woralaksaburi,TH6204,Kamphaeng Phet,TH62,Thailand,TH,0.778904,0.016136
Wang Chik,TH660303,Pho Prathap Chang,TH6603,Phichit,TH66,Thailand,TH,0.42267,0.003461
Wang Chin,TH540701,Wang Chin,TH5407,Phrae,TH54,Thailand,TH,0.723131,0.011103
Wang Chomphu,TH360511,Nong Bua Daeng,TH3605,Chaiyaphum,TH36,Thailand,TH,0.698966,0.010554
Wang Chomphu,TH380205,Phon Charoen,TH3802,Bueng Kan,TH38,Thailand,TH,0.434139,0.004395
Wang Chomphu,TH670113,Mueang Phetchabun,TH6701,Phetchabun,TH67,Thailand,TH,0.543238,0.010923
Wang Chula,TH141108,Wang Noi,TH1411,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.172819,0.001527
Wang Daeng,TH140206,Tha Ruea,TH1402,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.252412,0.001624
Wang Daeng,TH530201,Tron,TH5302,Uttaradit,TH53,Thailand,TH,0.519943,0.009637
Wang Dan,TH250203,Kabin Buri,TH2502,Prachin Buri,TH25,Thailand,TH,0.420374,0.00498
Wang Din,TH530113,Mueang Uttaradit,TH5301,Uttaradit,TH53,Thailand,TH,0.346707,0.004297
Wang Dong,TH710108,Mueang Kanchanaburi,TH7101,Kanchanaburi,TH71,Thailand,TH,0.766018,0.022703
Wang Ham Hae,TH620412,Khanu Woralaksaburi,TH6204,Kamphaeng Phet,TH62,Thailand,TH,0.655391,0.009059
Wang Hin,TH302404,Non Daeng,TH3024,Nakhon Ratchasima,TH30,Thailand,TH,0.302055,0.003208
Wang Hin,TH331607,Wang Hin,TH3316,Si Sa Ket,TH33,Thailand,TH,0.341592,0.002772
Wang Hin,TH401511,Nong Song Hong,TH4015,Khon Kaen,TH40,Thailand,TH,0.341836,0.003864
Wang Hin,TH610605,Ban Rai,TH6106,Uthai Thani,TH61,Thailand,TH,0.513617,0.003477
Wang Hin,TH630109,Mueang Tak,TH6301,Tak,TH63,Thailand,TH,0.695855,0.013119
Wang Hin,TH671004,Wang Pong,TH6710,Phetchabun,TH67,Thailand,TH,0.624616,0.01183
Wang Hin,TH801703,Bang Khan,TH8017,Nakhon Si Thammarat,TH80,Thailand,TH,0.534223,0.006117
Wang Hin Lat,TH400508,Chum Phae,TH4005,Khon Kaen,TH40,Thailand,TH,0.331413,0.004474
Wang Hong,TH540113,Mueang Phrae,TH5401,Phrae,TH54,Thailand,TH,0.339079,0.002433
Wang I Thok,TH650404,Bang Rakam,TH6504,Phitsanulok,TH65,Thailand,TH,0.43373,0.003817
Wang Kaeo,TH520707,Wang Nuea,TH5207,Lampang,TH52,Thailand,TH,0.633107,0.016161
Wang Kai Thuean,TH180608,Hankha,TH1806,Chai Nat,TH18,Thailand,TH,0.348393,0.005069
Wang Kaphi,TH530106,Mueang Uttaradit,TH5301,Uttaradit,TH53,Thailand,TH,0.268021,0.002631
Wang Katha,TH302104,Pak Chong,TH3021,Nakhon Ratchasima,TH30,Thailand,TH,0.929493,0.01549
Wang Khaem,TH620507,Khlong Khlung,TH6205,Kamphaeng Phet,TH62,Thailand,TH,0.51936,0.008854
Wang Khan,TH720305,Dan Chang,TH7203,Suphan Buri,TH72,Thailand,TH,0.523586,0.006747
Wang Khanai,TH710602,Tha Muang,TH7106,Kanchanaburi,TH71,Thailand,TH,0.234687,0.001717
Wang Khiri,TH920621,Huai Yot,TH9206,Trang,TH92,Thailand,TH,0.434223,0.002449
Wang Khoi,TH600906,Phaisali,TH6009,Nakhon Sawan,TH60,Thailand,TH,0.620417,0.013531
Wang Khon Khwang,TH160318,Khok Samrong,TH1603,Lop Buri,TH16,Thailand,TH,0.260302,0.001564
Wang Khrai,TH760507,Tha Yang,TH7605,Phetchaburi,TH76,Thailand,TH,0.372201,0.002769
Wang Khuang,TH620604,Phran Kratai,TH6206,Kamphaeng Phet,TH62,Thailand,TH,0.837232,0.017645
Wang Krachae,TH230107,Mueang Trat,TH2301,Trat,TH23,Thailand,TH,0.633367,0.007893
Wang Krachae,TH710205,Sai Yok,TH7102,Kanchanaburi,TH71,Thailand,TH,1.368873,0.049042
Wang Krachom,TH260104,Mueang Nakhon Nayok,TH2601,Nakhon Nayok,TH26,Thailand,TH,0.188451,0.00126
Wang Krot,TH660507,Bang Mun Nak,TH6605,Phichit,TH66,Thailand,TH,0.338562,0.00308
Wang Kwang,TH670903,Nam Nao,TH6709,Phetchabun,TH67,Thailand,TH,1.304026,0.026668
Wang Luang,TH431504,Fao Rai,TH4315,Nong Khai,TH43,Thailand,TH,0.553927,0.007312
Wang Luang,TH451006,Selaphum,TH4510,Roi Et,TH45,Thailand,TH,0.370196,0.003781
Wang Luang,TH540804,Nong Muang Khai,TH5408,Phrae,TH54,Thailand,TH,0.294306,0.00141
Wang Luek,TH640207,Ban Dan Lan Hoi,TH6402,Sukhothai,TH64,Thailand,TH,0.590322,0.00791
Wang Luek,TH640602,Si Samrong,TH6406,Sukhothai,TH64,Thailand,TH,0.330757,0.003749
Wang Luek,TH720802,Sam Chuk,TH7208,Suphan Buri,TH72,Thailand,TH,0.369643,0.004817
Wang Lum,TH660411,Taphan Hin,TH6604,Phichit,TH66,Thailand,TH,0.49802,0.005638
Wang Ma,TH601103,Lat Yao,TH6011,Nakhon Sawan,TH60,Thailand,TH,0.539725,0.007338
Wang Mahakon,TH600805,Tha Tako,TH6008,Nakhon Sawan,TH60,Thailand,TH,0.480668,0.008556
Wang Mai,TH100702,Pathum Wan,TH1007,Bangkok,TH10,Thailand,TH,0.045653,0.000112
Wang Mai,TH220906,Na Yai Am,TH2209,Chanthaburi,TH22,Thailand,TH,0.585917,0.005795
Wang Mai,TH270902,Wang Sombun,TH2709,Sa Kaeo,TH27,Thailand,TH,1.034273,0.015014
Wang Mai,TH440615,Borabue,TH4406,Maha Sarakham,TH44,Thailand,TH,0.355007,0.003733
Wang Mai,TH860111,Mueang Chumphon,TH8601,Chumphon,TH86,Thailand,TH,0.742795,0.008172
Wang Mai,TH930806,Pa Bon,TH9308,Phatthalung,TH93,Thailand,TH,0.418463,0.004324
Wang Mai Daeng,TH301304,Prathai,TH3013,Nakhon Ratchasima,TH30,Thailand,TH,0.349341,0.004549
Wang Mai Khon,TH640705,Sawankhalok,TH6407,Sukhothai,TH64,Thailand,TH,0.210533,0.001426
Wang Man,TH180311,Wat Sing,TH1803,Chai Nat,TH18,Thailand,TH,0.54156,0.006852
Wang Man,TH630302,Sam Ngao,TH6303,Tak,TH63,Thailand,TH,0.477724,0.005484
Wang Manao,TH700802,Pak Tho,TH7008,Ratchaburi,TH70,Thailand,TH,0.319686,0.001414
Wang Maprang,TH920702,Wang Wiset,TH9207,Trang,TH92,Thailand,TH,0.440922,0.006754
Wang Maprang Nuea,TH920705,Wang Wiset,TH9207,Trang,TH92,Thailand,TH,0.432249,0.00557
Wang Mi,TH302502,Wang Nam Khiao,TH3025,Nakhon Ratchasima,TH30,Thailand,TH,1.087902,0.016385
Wang Mok,TH661203,Wachirabarami,TH6612,Phichit,TH66,Thailand,TH,0.528667,0.005834
Wang Muang,TH191203,Wang Muang,TH1912,Saraburi,TH19,Thailand,TH,0.552058,0.01047
Wang Muang,TH401102,Pueai Noi,TH4011,Khon Kaen,TH40,Thailand,TH,0.30525,0.004875
Wang Mueang,TH601104,Lat Yao,TH6011,Nakhon Sawan,TH60,Thailand,TH,0.339149,0.002819
Wang Nam Khao,TH640204,Ban Dan Lan Hoi,TH6402,Sukhothai,TH64,Thailand,TH,0.615328,0.009195
Wang Nam Khiao,TH302501,Wang Nam Khiao,TH3025,Nakhon Ratchasima,TH30,Thailand,TH,1.055641,0.017044
Wang Nam Khiao,TH730215,Kamphaeng Saen,TH7302,Nakhon Pathom,TH73,Thailand,TH,0.296333,0.001736
Wang Nam Khu,TH650102,Mueang Phitsanulok,TH6501,Phitsanulok,TH65,Thailand,TH,0.360747,0.002375
Wang Nam Lat,TH600903,Phaisali,TH6009,Nakhon Sawan,TH60,Thailand,TH,0.636616,0.01492
Wang Nam Sap,TH720508,Si Prachan,TH7205,Suphan Buri,TH72,Thailand,TH,0.299018,0.001883
Wang Nam Yen,TH150504,Sawaeng Ha,TH1505,Ang Thong,TH15,Thailand,TH,0.253142,0.002295
Wang Nam Yen,TH270401,Wang Nam Yen,TH2704,Sa Kaeo,TH27,Thailand,TH,0.488957,0.006878
Wang Nam Yen,TH720412,Bang Pla Ma,TH7204,Suphan Buri,TH72,Thailand,TH,0.273538,0.002211
Wang Ngio,TH661102,Dong Charoen,TH6611,Phichit,TH66,Thailand,TH,0.468846,0.004567
Wang Ngio Tai,TH661101,Dong Charoen,TH6611,Phichit,TH66,Thailand,TH,0.354813,0.002135
Wang Ngoen,TH521010,Mae Tha,TH5210,Lampang,TH52,Thailand,TH,0.414876,0.006143
Wang Noi,TH141103,Wang Noi,TH1411,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.217022,0.002203
Wang Nok Aen,TH650808,Wang Thong,TH6508,Phitsanulok,TH65,Thailand,TH,1.918065,0.056459
Wang Nuea,TH312103,Ban Dan,TH3121,Buri Ram,TH31,Thailand,TH,0.246325,0.002185
Wang Nuea,TH520702,Wang Nuea,TH5207,Lampang,TH52,Thailand,TH,0.432513,0.006379
Wang Phai,TH711302,Huai Krachao,TH7113,Kanchanaburi,TH71,Thailand,TH,0.493963,0.010182
Wang Phai,TH860110,Mueang Chumphon,TH8601,Chumphon,TH86,Thailand,TH,0.320214,0.002653
Wang Phang,TH510803,Wiang Nong Long,TH5108,Lamphun,TH51,Thailand,TH,0.314567,0.001753
Wang Phatthana,TH141306,Bang Sai,TH1413,Phra Nakhon Si Ayutthaya,TH14,Thailand,TH,0.311945,0.002502
Wang Phaya,TH950614,Raman,TH9506,Yala,TH95,Thailand,TH,0.261693,0.002999
Wang Phikun,TH650805,Wang Thong,TH6508,Phitsanulok,TH65,Thailand,TH,0.579926,0.006318
Wang Phikun,TH670805,Bueng Sam Phan,TH6708,Phetchabun,TH67,Thailand,TH,0.394856,0.006059
Wang Phin Phat,TH640704,Sawankhalok,TH6407,Sukhothai,TH64,Thailand,TH,0.151871,0.000921
Wang Phloeng,TH160309,Khok Samrong,TH1603,Lop Buri,TH16,Thailand,TH,0.697568,0.008249
Wang Pho,TH300502,Ban Lueam,TH3005,Nakhon Ratchasima,TH30,Thailand,TH,0.1948,0.00208
Wang Phoem,TH400604,Si Chomphu,TH4006,Khon Kaen,TH40,Thailand,TH,0.460582,0.00506
Wang Phong,TH770608,Pran Buri,TH7706,Prachuap Khiri Khan,TH77,Thailand,TH,0.381754,0.003934
Wang Phrao,TH520304,Ko Kha,TH5203,Lampang,TH52,Thailand,TH,0.211737,0.002244
Wang Phrong,TH650904,Noen Maprang,TH6509,Phitsanulok,TH65,Thailand,TH,0.390412,0.005919
Wang Pla Pom,TH390604,Na Wang,TH3906,Nong Bua Lam Phu,TH39,Thailand,TH,0.360409,0.004236
Wang Pong,TH671001,Wang Pong,TH6710,Phetchabun,TH67,Thailand,TH,0.445983,0.007506
Wang Prachan,TH910204,Khuan Don,TH9102,Satun,TH91,Thailand,TH,0.468987,0.00953
Wang Prachop,TH630114,Mueang Tak,TH6301,Tak,TH63,Thailand,TH,0.934078,0.020137
Wang Rong Yai,TH302008,Sikhio,TH3020,Nakhon Ratchasima,TH30,Thailand,TH,0.663649,0.008581
Wang Saem,TH220504,Makham,TH2205,Chanthaburi,TH22,Thailand,TH,0.363878,0.004788
Wang Saeng,TH401803,Chonnabot,TH4018,Khon Kaen,TH40,Thailand,TH,0.481425,0.006743
Wang Saeng,TH440202,Kae Dam,TH4402,Maha Sarakham,TH44,Thailand,TH,0.278114,0.003101
Wang Sai,TH302111,Pak Chong,TH3021,Nakhon Ratchasima,TH30,Thailand,TH,0.505685,0.01011
Wang Sai,TH620509,Khlong Khlung,TH6205,Kamphaeng Phet,TH62,Thailand,TH,0.588265,0.011053
Wang Sai,TH520706,Wang Nuea,TH5207,Lampang,TH52,Thailand,TH,0.40058,0.005273
Wang Sai Kham,TH520708,Wang Nuea,TH5207,Lampang,TH52,Thailand,TH,0.262495,0.002886
Wang Sai Phun,TH660201,Wang Sai Phun,TH6602,Phichit,TH66,Thailand,TH,0.418196,0.005388
Wang Sala,TH710603,Tha Muang,TH7106,Kanchanaburi,TH71,Thailand,TH,0.298947,0.002916
Wang Sam Mo,TH411006,Wang Sam Mo,TH4110,Udon Thani,TH41,Thailand,TH,0.455323,0.005148
Wang Samakkhi,TH450713,Phon Thong,TH4507,Roi Et,TH45,Thailand,TH,0.377926,0.004406
Wang Samrong,TH660409,Taphan Hin,TH6604,Phichit,TH66,Thailand,TH,0.363126,0.005112
Wang Samrong,TH660505,Bang Mun Nak,TH6605,Phichit,TH66,Thailand,TH,0.376817,0.00585
Wang San,TH601304,Mae Wong,TH6013,Nakhon Sawan,TH60,Thailand,TH,0.901239,0.011874
Wang San,TH671005,Wang Pong,TH6710,Phetchabun,TH67,Thailand,TH,0.626126,0.006248
Wang Saphung,TH420901,Wang Saphung,TH4209,Loei,TH42,Thailand,TH,0.328846,0.003117
Wang Sappharot,TH220209,Khlung,TH2202,Chanthaburi,TH22,Thailand,TH,0.611353,0.003778
Wang Sawap,TH402004,Phu Pha Man,TH4020,Khon Kaen,TH40,Thailand,TH,0.654284,0.010412
Wang Si Rat,TH720211,Doem Bang Nang Buat,TH7202,Suphan Buri,TH72,Thailand,TH,0.119552,0.000494
Wang Sombun,TH270901,Wang Sombun,TH2709,Sa Kaeo,TH27,Thailand,TH,0.629032,0.009272
Wang Ta Mua,TH480114,Mueang Nakhon Phanom,TH4801,Nakhon Phanom,TH48,Thailand,TH,0.447235,0.006522
Wang Tabaek,TH620605,Phran Kratai,TH6206,Kamphaeng Phet,TH62,Thailand,TH,0.440189,0.005024
Wang Tai,TH520703,Wang Nuea,TH5207,Lampang,TH52,Thailand,TH,0.357035,0.005234
Wang Takhe,TH360802,Nong Bua Rawe,TH3608,Chaiyaphum,TH36,Thailand,TH,1.010435,0.027401
Wang Takhian,TH180702,Nong Mamong,TH1807,Chai Nat,TH18,Thailand,TH,0.497942,0.008116
Wang Takhian,TH230303,Khao Saming,TH2303,Trat,TH23,Thailand,TH,0.536996,0.006942
Wang Takhian,TH240111,Mueang Chachoengsao,TH2401,Chachoengsao,TH24,Thailand,TH,0.235798,0.001479
Wang Takhian,TH250206,Kabin Buri,TH2502,Prachin Buri,TH25,Thailand,TH,0.704312,0.011595
